graph_id,node_id,node_name,node_category,node_text,predicted_ra_id,predicted_ra_name,predicted_score,ground_truth_ra_names,correct,top_k_matches
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_in_range,IN_RANGE,device,in range category device classifier github smart home smarthome main aadl smart home arch in range ports turn on instructed appliance sensor instruction,comp.sensor,Sensor,0.019661384800263283,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.019661384800263283}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_communicator,COMMUNICATOR,device,communicator category device classifier github smart home smarthome main aadl smart home arch out range ports turn off instructed appliance sensor instruction,comp.sensor,Sensor,0.020102234000991513,Gateway|IoTIM,0,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.020102234000991513}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_home_controller,HOME_CONTROLLER,system,home controller category system classifier github smart home smarthome main aadl smart home arch sensor unit ports sense inward moment user command configuration,comp.sensor,Sensor,0.018389518266595243,Application|Device,0,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.018389518266595243}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_client_tier,CLIENT_TIER,system,client tier category system classifier github smart home smarthome main aadl smart home arch client tier impl ports configuration monitoring,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_smarthome_hw_platform,SMARTHOME_HW_PLATFORM,processor,smarthome hw platform category processor classifier github smart home smarthome main aadl smart home arch smarthome hw platform,comp.application,Application,0.0,Device,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_plugin,PLUGIN,system,plugin category system classifier github smart home smarthome main aadl smart home arch plugin ports busdata configure control configured control,comp.driver,Driver,0.031832729429451166,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.031832729429451166}]"
SmartHome_smart_home_arch_smarthome_impl_1.aaxl2,comp_appliances,APPLIANCES,system,appliances category system classifier github smart home smarthome main aadl smart home arch appliances ports appliance switch current status,comp.application,Application,0.0,Device,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_Clients_Clients_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports in clients mcr out clients mcr in clients rs out clients rs,comp.application,Application,0.0,Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|Application|Application|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_Clients_Clients_impl_1.aaxl2,comp_client_control_unit,CLIENT_CONTROL_UNIT,process,client control unit category process classifier github smart-home-arch clients aadl clients clients control unit ports ccu data receiver ccu data sender,comp.driver,Driver,0.044013177853470885,Application|Application|Application|Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.044013177853470885}]"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd,comp.application,Application,0.0,Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|Application|Application|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1.aaxl2,comp_zigbee_device_controller,ZIGBEE_DEVICE_CONTROLLER,process,zigbee device controller category process classifier github smart-home-arch main control router aadl main control router zigbee device controller ports dev data receiver dev data sender ctr data receiver ctr data sender,comp.driver,Driver,0.07144052898430853,Device|Gateway|Device|Gateway|Gateway|Device|Gateway,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.07144052898430853}]"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1.aaxl2,comp_ip_device_controller,IP_DEVICE_CONTROLLER,process,ip device controller category process classifier github smart-home-arch main control router aadl main control router ip device controller ports dev data receiver dev data sender ctr data receiver ctr data sender,comp.driver,Driver,0.07144052898430853,Gateway|Device|Gateway|Device|Gateway|Application|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.07144052898430853}]"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1.aaxl2,comp_remote_msg_control,REMOTE_MSG_CONTROL,process,remote msg control category process classifier github smart-home-arch main control router aadl main control router remote msg control ports app data receiver app data sender ctr data receiver ctr data sender,comp.driver,Driver,0.06569733046793938,Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.06569733046793938}]"
smart-home-arch_MainControlRouter_MainControlRouter_impl_1.aaxl2,comp_main_controller,MAIN_CONTROLLER,process,main controller category process classifier github smart-home-arch main control router aadl main control router main controller ports zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender,comp.driver,Driver,0.04949955804730628,Gateway|Gateway|IoTIM|Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.04949955804730628}]"
smart-home-arch_RemoteServer_RemoteServer_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports in rs mcr out rs mcr in rs clients out rs clients,comp.application,Application,0.0,Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|Application|Application|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_RemoteServer_RemoteServer_impl_1.aaxl2,comp_client_controller,CLIENT_CONTROLLER,process,client controller category process classifier github smart-home-arch remote server aadl remote server client controller ports cc data receiver cc data sender,comp.application,Application,0.016955758272486274,Application|Application|Application|Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.016955758272486274}]"
smart-home-arch_RemoteServer_RemoteServer_impl_1.aaxl2,comp_router_controller,ROUTER_CONTROLLER,process,router controller category process classifier github smart-home-arch remote server aadl remote server router controller ports rc data receiver rc data sender,comp.application,Application,0.016955758272486274,Gateway|Device|Gateway|Device|Gateway|Device|Gateway,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.016955758272486274}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_zigbee_devices,ZIGBEE_DEVICES,device,zigbee devices category device classifier github smart-home-arch zigbee devices aadl zigbee devices zigbee devices impl ports in zd mcr out zd mcr,comp.iotim,IoTIM,0.07505011926870771,Device|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.07505011926870771}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_ip_devices,IP_DEVICES,device,ip devices category device classifier github smart-home-arch ipdevices aadl ipdevices ipdevices impl ports in ipd mcr out ipd mcr,comp.iotim,IoTIM,0.023746866588961715,Device|Device|Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.023746866588961715}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_main_control_router,MAIN_CONTROL_ROUTER,system,main control router category system classifier github smart-home-arch main control router aadl main control router main control router impl ports in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd,comp.driver,Driver,0.03342077349602992,Gateway|Gateway,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.03342077349602992}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_zigbee_device_controller,ZIGBEE_DEVICE_CONTROLLER,process,zigbee device controller category process classifier github smart-home-arch main control router aadl main control router zigbee device controller ports dev data receiver dev data sender ctr data receiver ctr data sender,comp.driver,Driver,0.07144052898430853,Device|Gateway|Device|Gateway|Gateway|Device|Gateway,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.07144052898430853}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_ip_device_controller,IP_DEVICE_CONTROLLER,process,ip device controller category process classifier github smart-home-arch main control router aadl main control router ip device controller ports dev data receiver dev data sender ctr data receiver ctr data sender,comp.driver,Driver,0.07144052898430853,Gateway|Device|Gateway|Device|Gateway|Application|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.07144052898430853}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_remote_msg_control,REMOTE_MSG_CONTROL,process,remote msg control category process classifier github smart-home-arch main control router aadl main control router remote msg control ports app data receiver app data sender ctr data receiver ctr data sender,comp.driver,Driver,0.06569733046793938,Application|IoTIM|Application|IoTIM|Application|IoTIM|Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.06569733046793938}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_main_controller,MAIN_CONTROLLER,process,main controller category process classifier github smart-home-arch main control router aadl main control router main controller ports zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender,comp.driver,Driver,0.04949955804730628,Gateway|Gateway|IoTIM|Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.04949955804730628}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_remote_server,REMOTE_SERVER,system,remote server category system classifier github smart-home-arch remote server aadl remote server remote server impl ports in rs mcr out rs mcr in rs clients out rs clients,comp.application,Application,0.0,Application|Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_client_controller,CLIENT_CONTROLLER,process,client controller category process classifier github smart-home-arch remote server aadl remote server client controller ports cc data receiver cc data sender,comp.application,Application,0.016955758272486274,Application|Application|Application|Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.016955758272486274}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_router_controller,ROUTER_CONTROLLER,process,router controller category process classifier github smart-home-arch remote server aadl remote server router controller ports rc data receiver rc data sender,comp.application,Application,0.016955758272486274,Gateway|Device|Gateway|Device|Gateway|Device|Gateway,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.016955758272486274}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_clients,CLIENTS,system,clients category system classifier github smart-home-arch clients aadl clients clients impl ports in clients mcr out clients mcr in clients rs out clients rs,comp.application,Application,0.0,Application|Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
smart-home-arch_smart_home_system_smart_home_impl_1.aaxl2,comp_client_control_unit,CLIENT_CONTROL_UNIT,process,client control unit category process classifier github smart-home-arch clients aadl clients clients control unit ports ccu data receiver ccu data sender,comp.driver,Driver,0.044013177853470885,Application|Application|Application|Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.044013177853470885}]"
